input_str,concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,concept_class_id,systemic
ibuprofen,45246776,687889067,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,45366104,687889109,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,45298102,687889110,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45076323,687889111,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,44956851,687889112,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45110229,687889113,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45127050,687889114,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45127051,687889115,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45315137,687889133,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45144055,687889739,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,44940131,687889740,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45298128,687889741,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45263978,687889810,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,36386647,689980011,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36386648,689980012,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247680,689980109,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247681,689980110,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247682,689980111,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247683,689980112,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247699,689980185,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37495350,689980320,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,46247958,691032525,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45856952,691500400,"ibuprofen 400mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45856953,691500600,"ibuprofen 600mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45856954,691500800,"ibuprofen 800mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857152,691680335,ibuprofen 200 mg 200mg/1 ORAL TABLET [ibuprofen fast relief medicine for pain],NDC,ND,9-digit NDC,TRUE
ibuprofen,45857153,691680338,ibuprofen 200 mg 200mg/1 ORAL TABLET [ibuprofen pain reliever/fever reducer],NDC,ND,9-digit NDC,TRUE
ibuprofen,45857160,691680363,"ibuprofen 200 mg 200mg/1 ORAL CAPSULE, LIQUID FILLED [ibuprofen liqui-gels]",NDC,ND,9-digit NDC,TRUE
ibuprofen,776155,691680382,ibuprofen 200mg 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,593409,691680383,383 ibuprofen 200mg 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,593411,691680390,"ibuprofen 200mg 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44490721,691680914,"ibuprofen 200 mg 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44490791,691890197,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491042,691890853,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491242,691897915,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36194149,692300146,"ibuprofen 200mg/1 ORAL; ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44780903,692300308,ibuprofen oral 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,36095289,692300309,ibuprofen oral 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,36095290,692300310,ibuprofen oral 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,36095291,692300311,ibuprofen oral 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,45857210,692381101,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857211,692381102,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857212,692381103,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491329,692560050,"diphenhydramine citrate, ibuprofen 38mg/1 / 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491331,692560057,ibuprofen 50mg/1.25mL ORAL SUSPENSION [harris teeter ibuprofen infants],NDC,ND,9-digit NDC,TRUE
ibuprofen,44491338,692560166,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,46248130,692560199,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491340,692560255,ibuprofen 50mg/1.25mL ORAL SUSPENSION/ DROPS,NDC,ND,9-digit NDC,TRUE
ibuprofen,44491358,692560660,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,43557534,692560843,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44491365,692560897,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,35523582,694520205,"ibuprofen, diphenhydramine hcl 25mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44780926,694520212,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42508166,694520239,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36008015,694520260,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37495362,694520262,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36008016,694520263,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36008017,694520264,"ibuprofen, diphenhydramine hcl 25mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36116067,694520302,"ibuprofen 200mg/1201 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35838793,694520305,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,46369507,695120400,ibuprofen 400mg/400mg ORAL TABLET [alivio],NDC,ND,9-digit NDC,TRUE
ibuprofen,46369508,695120600,ibuprofen 600mg/600mg ORAL TABLET [alivio],NDC,ND,9-digit NDC,TRUE
ibuprofen,46369510,695120800,ibuprofen 800mg/800mg ORAL TABLET [alivio],NDC,ND,9-digit NDC,TRUE
ibuprofen,44491880,695170111,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44492048,696770225,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838051,696770226,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37601427,698420092,"ibuprofen and pseudoephedrine hcl 30mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44492454,698420165,"ibuprofen, diphenhydramine hcl 25mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838090,698420170,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36194286,698420183,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44492490,698420323,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,37603490,698420329,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,36495553,698420391,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,1162094,698420521,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,1372305,698420643,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1372306,698420649,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36008022,698420656,"ibuprofen, diphenhydramine hcl 25mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838115,698420701,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904531,698420706,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838117,698420709,"ibuprofen 256mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838119,698420745,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44492615,698420835,"ibuprofen 256mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35523623,698420851,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42888265,698420891,ibuprofen KIT,NDC,ND,9-digit NDC,TRUE
ibuprofen,36664441,698420913,"ibuprofen, diphenhydramine hcl 25mg/1 / 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42867514,698480011,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42867515,698480012,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,2518237,700000003,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493130,700000157,"diphenhydramine citrate, ibuprofen 38mg/1 / 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493143,700000172,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493146,700000175,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493147,700000176,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493150,700000181,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493166,700000197,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493194,700000239,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493195,700000240,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493203,700000248,"diphenhydramine citrate, ibuprofen 38mg/1 / 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493211,700000259,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493214,700000262,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493215,700000263,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493216,700000264,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493233,700000288,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493236,700000291,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493237,700000292,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493238,700000298,ibuprofen 50mg/1.25mL ORAL SUSPENSION/ DROPS,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493247,700000307,ibuprofen 50mg/1.25mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44493248,700000308,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36194426,700000360,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36116081,700000571,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493271,700050009,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857553,702530199,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857563,702530250,ibuprofen 50mg/1.25mL ORAL LIQUID [infants ibuprofen],NDC,ND,9-digit NDC,TRUE
ibuprofen,45857564,702530255,ibuprofen 100mg/5mL ORAL SOLUTION [childrens ibuprofen],NDC,ND,9-digit NDC,TRUE
ibuprofen,45857565,702530263,ibuprofen 100mg/5mL ORAL SOLUTION [childrens ibuprofen],NDC,ND,9-digit NDC,TRUE
ibuprofen,45857566,702530291,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,45857567,702530292,"ibuprofen 200mg/1 ORAL CAPSULE, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857578,702530392,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,45857579,702530393,"ibuprofen 200mg/1 ORAL CAPSULE, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44493982,704140107,"vicodin, valium, ibuprofen, tramadol .1g/100mL TOPICAL CREAM",NDC,ND,9-digit NDC,FALSE
ibuprofen,42838241,704690199,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44494253,705180005,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44494343,705180098,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42838253,705180146,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44494394,705180151,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44494418,705180176,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44494639,705180407,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36495605,705180490,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,44494754,705180535,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,44494965,705180761,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838331,705180969,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838380,705181026,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838399,705181051,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36194732,705181145,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36194929,705181364,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36194969,705181409,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1566551,705181839,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,1393531,705182284,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42516776,705182432,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1720946,705182440,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,37508564,705182743,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36386864,705182902,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35838843,705183016,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1828320,705183178,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838472,706770046,"ibuprofen 200mg/1 ORAL CAPSULE, LIQUID FILLED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1162141,706770072,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838506,707290000,ibuprofen 200mg/1 ORAL CAPSULE,NDC,ND,9-digit NDC,TRUE
ibuprofen,42838508,707290002,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,35523962,707290291,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35523963,707290509,ibuprofen 200mg/1 ORAL CAPSULE,NDC,ND,9-digit NDC,TRUE
ibuprofen,35700620,707480312,"ibuprofen and famotidine 800mg/1 / 26.6mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44495548,707860321,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44495566,707860682,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,44495567,707860684,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42849158,708590030,"ibuprofen,methyl salicylate/menthol/capsaicin KIT",NDC,ND,9-digit NDC,TRUE
ibuprofen,44495915,709250604,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44495917,709250897,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,44495962,709340032,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35524006,709340051,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838645,709340080,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36195180,709340130,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,729230,709340195,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36104524,709340356,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36104525,709340357,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904574,709340375,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1171404,709340459,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36386950,709340498,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35998891,709340509,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44496266,711050750,"ibuprofen 200mg 2001/2001 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44496307,711410007,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44496311,711410011,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,35524034,711410114,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,40247757,712050110,ibuprofen 50mg/1.25mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,584689,712050213,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,1720982,712050357,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1720992,712050367,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,42663787,712050395,ibuprofen 100mg/5mL ORAL SUSPENSION,NDC,ND,9-digit NDC,TRUE
ibuprofen,42867558,712050423,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,42867560,712050425,"ibuprofen 100mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
ibuprofen,1222979,712050464,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1222993,712050522,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35899192,712050604,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36116162,713090111,"ibuprofen 200mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838846,713350094,"hydrocodone bitartrate and ibuprofen 200mg/1 / 7.5mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42838856,713350104,hydrocodone bitartrate and ibuprofen 200mg/1 / 7.5mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42838973,713350223,ibuprofen 200mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42839197,713350458,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,42839321,713350591,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36195437,713350690,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36195492,713350746,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,44780992,713351008,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36001446,713351034,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904592,713351073,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904682,713351166,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904693,713351177,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,35904718,713351206,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904719,713351207,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35904729,713351218,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35530808,713351270,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42884615,713351396,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37286154,713351503,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37286162,713351517,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37286199,713351564,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1828404,713351911,"ibuprofen 200mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42839412,715500100,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,35524195,716100154,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,35524217,716100176,ibuprofen 600mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,1583082,716100202,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,1566600,716100222,"ibuprofen 600mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,42519603,716100275,ibuprofen 800mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,36104533,716100296,ibuprofen 400mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
ibuprofen,35601449,716100387,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,37412574,716100414,"ibuprofen 400mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
ibuprofen,36095356,716100456,"ibuprofen 800mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
